transaction,category
Paytm Wallet Add: HP Petroleum,Fuel
Bharat Petroleum Payment Ref 554433,Fuel
IOCL PETROL PUMP payment via QR Code,Fuel
BPCL filling station 20 Litres Txn Ref: 445566,Fuel
Diesel top-up Indian Oil Tanker 786,Fuel
Cash Deposit at ATM HPCL Outpost,Fuel
Card Swipe at Essar Petrol Pump GGN,Fuel
FASTag Recharge via ICICI App Txn 998877,Fuel
Fuel purchase at JIO-BP Pump,Fuel
Cash Withdrawal IOCL Petrol Station,Fuel
Service Charge at Indian Oil Pump,Fuel
HPCL Payment 45.5 Litres Ref 112233,Fuel
Petrol Pump UPI payment @petro.merch,Fuel
Speed Car Wash & Fuel Combo Txn,Fuel
Toll Fee Payment - Delhi-Jaipur Highway,Fuel
Petrol Refuel 1000.00 Ref ID 9988,Fuel
Diesel Purchase via Card,Fuel
IOCL Fuel Payment 2000 INR,Fuel
BPCL Fuel Card Topup,Fuel
Toll Gate Payment,Fuel
HPCL Petrol Station,Fuel
Indian Oil Fuel,Fuel
Whole Foods,Groceries
Instacart,Groceries
FreshDirect,Groceries
Walmart Grocery,Groceries
Trader Joe's,Groceries
FreshDirect,Groceries
FreshDirect,Groceries
Instacart,Groceries
FreshDirect,Groceries
TXN ID  NATURES BASKET,Groceries
#88324 SPENCERS RETAIL,Groceries
TXN ID  DMART PAYMENT @OKICICI,Groceries
NATURES BASKET,Groceries
*ORDER # FRESHTOHOME *ONLINE,Groceries
#88324 BIGBASKET ORDER 450.00,Groceries
FRESHTOHOME UPI@YBL,Groceries
UPI  JIOMART PURCHASE,Groceries
UPI@YBL SPENCERS RETAIL,Groceries
PAYMENT DMART PAYMENT UPI,Groceries
NATURES BASKET - BLR,Groceries
- BLR JIOMART PURCHASE 99.00 Rs,Groceries
450.00 FRESHTOHOME,Groceries
UPI@YBL FRESHTOHOME PAYMENT,Groceries
BIGBASKET ORDER 1299.00 INR,Groceries
- BLR BIGBASKET ORDER,Groceries
UPI  SPENCERS RETAIL,Groceries
FRESHTOHOME 450.00,Groceries
FRESHTOHOME 450.00,Groceries
BIGBASKET ORDER 450.00,Groceries
PAYMENT JIOMART PURCHASE - BLR,Groceries
FRESHTOHOME UPI@YBL,Groceries
*ONLINE NATURES BASKET *ONLINE,Groceries
*ONLINE FRESHTOHOME 450.00,Groceries
JIOMART PURCHASE#88324,Groceries
NATURES BASKET TXN ID,Groceries
JIOMART PURCHASE - MUMBAI,Groceries
DMART PAYMENT 1299.00 INR,Groceries
- MUMBAI JIOMART PURCHASE @OKICICI,Groceries
SWIGGY Instamart GrOCERY delivery #IN12345,Groceries
POS Purchase 15-Oct-25 M/S RELIANCE FRESH,Groceries
ATM Wdl Chgs 15-Nov-25 at STAR BAZAR A/C #00123,Groceries
Grocery Mart Supermarket 4567 txn-3928,Groceries
Payment to BigBasket Order BB12987,Groceries
Payment for groceries at DMart Store #15,Groceries
Card swipe at Big Bazaar for household goods,Groceries
Grofers Order ID #GRF65432-1 txn ID 87654,Groceries
Fresh vegetables purchase from local vendor UPI,Groceries
Wholesale purchase at METRO CASH & CARRY,Groceries
Txn for milk/bread at Mother Dairy Booth 10:00,Groceries
UPI payment to local Kirana Store Groceries,Groceries
Sabzi Mandi payment for veggies,Groceries
HyperCity purchase of toiletries,Groceries
Local Bakery Purchase - Sweets & Bread,Groceries
Farmers Market Purchase UPI Txn ID 19876,Groceries
Godrej Nature's Basket Invoice 567-G,Groceries
Canned Goods Purchase from Grocer,Groceries
Amazon Pantry Order #401-2345678,Groceries
Subscription Box Fee - Organic Veggies,Groceries
BigBasket delivery charge & payment,Groceries
Meat Purchase from Butcher Shop,Groceries
Online purchase of Detergent & Soap,Groceries
Milk Subscription Payment,Groceries
Tesco Supermarket Groceries,Groceries
BigBasket Milk & Eggs Order,Groceries
Local Vegetable Vendor,Groceries
Groceries at Reliance Smart,Groceries
Organic Food Store,Groceries
Fresh Produce Market,Groceries
BOL.COM ONLINE ORDER 7493,Shopping
Barnes & Noble Bookstore,Shopping
Amazon.com Order #112-998,Shopping
AMAZON MKTPLACE PMTS 1234,Shopping
MediaMarkt Electronics,Shopping
TARGET 1234,Shopping
AMAZON MKTPLACE PMT 10/03,Shopping
NORDSTROM ONLINE SHOP,Shopping
AppleCare Service Fee,Shopping
AMAZON EU SARL 2023,Shopping
MediaMarkt Electronics,Shopping
Best Buy Electronics,Shopping
Amazon Online Shopping,Shopping
Amazon.com Electronics,Shopping
Target In-Store Shopping,Shopping
NYKAA PAYMENT 450.00,Shopping
FLIPKART ORDER,Shopping
FLIPKART ORDER *ONLINE,Shopping
AJIO PURCHASE,Shopping
CROMA STORE#88324,Shopping
- MUMBAI NYKAA PAYMENT 450.00,Shopping
UPI@YBL CROMA STORE,Shopping
TXN ID  AJIO PURCHASE UPI,Shopping
UPI  MYNTRA ONLINE,Shopping
FLIPKART ORDER TXN ID,Shopping
- MUMBAI CROMA STORE,Shopping
FLIPKART ORDER,Shopping
AMZN Order 402-9843210-983472 for Electronics,Shopping
DEBIT CARD PURCHASE 01/11/25 PAYTM MALL,Shopping
"Online txn to ""Shoppers Stop"" Invoice 45A-2025",Shopping
Myntra Fashion Haul,Shopping
Clothes from Max Fashion,Shopping
Book Store Purchase,Shopping
Amazon Kindle Books,Shopping
- BLR CROMA STORE*ORDER #,Shopping
MYNTRA ONLINE,Shopping
AMAZON PAY UPI,Shopping
*ONLINE MYNTRA ONLINE - MUMBAI,Shopping
UPI  MYNTRA ONLINE 99.00 Rs,Shopping
FLIPKART ORDER 450.00,Shopping
CROMA STORE,Shopping
FLIPKART ORDER - MUMBAI,Shopping
AMAZON PAY,Shopping
#88324 NYKAA PAYMENT PAYMENT,Shopping
NYKAA PAYMENT,Shopping
*ONLINE AJIO PURCHASE,Shopping
AJIO PURCHASE - MUMBAI,Shopping
AMAZON PAY 450.00,Shopping
AMAZON PAY REF,Shopping
NYKAA PAYMENT,Shopping
99.00 Rs NYKAA PAYMENT#88324,Shopping
AJIO PURCHASE UPI@YBL,Shopping
- BLR FLIPKART ORDER 450.00,Shopping
FLIPKART ORDER PAYMENT,Shopping
*ORDER # NYKAA PAYMENT - MUMBAI,Shopping
- BLR NYKAA PAYMENT,Shopping
@OKICICI  FLIPKART ORDER - BLR,Shopping
AMAZON PAY,Shopping
CROMA STORE,Shopping
AJIO PURCHASE,Shopping
TXN ID  NYKAA PAYMENT,Shopping
MYNTRA ONLINE PAYMENT,Shopping
TXN ID  MYNTRA ONLINE PAYMENT,Shopping
AMZN Order 402-9843210-983472 for Electronics,Shopping
DEBIT CARD PURCHASE 01/11/25 PAYTM MALL,Shopping
"Online txn to ""Shoppers Stop"" Invoice 45A-2025",Shopping
Amazon Prime Renewal Fee,Shopping
Myntra E-commerce Order 789012,Shopping
Shoppers Stop Online Order 100983-A,Shopping
E-book Purchase Google Books,Shopping
HM Store Purchase Gpay,Shopping
Zara Sale Purchase,Shopping
Online Shopping Myntra,Shopping
Online Purchase Amazon,Shopping
Foot Locker Shoe Purchase,Shopping
Zara Kids Clothes,Shopping
Westin,Travel
American Airlines,Travel
Hotels.com,Travel
Hotels.com,Travel
Careem,Travel
Booking.com,Travel
United Airlines,Travel
Booking.com,Travel
UBER RIDE PARIS,Travel
LONDON UNDERGROUND,Travel
Uber Ride Airport,Travel
OLA TRIP 450.00,Travel
UPI  MAKEMYTRIP BOOKING 450.00,Travel
MAKEMYTRIP BOOKING,Travel
OLA TRIP UPI,Travel
GOIBIBO HOTEL,Travel
MAKEMYTRIP BOOKING REF,Travel
UBER RIDE,Travel
OLA TRIP,Travel
Bus Ticket Sleeper,Travel
Rental Car Booking,Travel
Metro Ride Fare,Travel
Flight Seat Upgrade,Travel
IRCTC TICKET 450.00,Travel
UBER RIDE - BLR,Travel
MAKEMYTRIP BOOKING TXN ID,Travel
@OKICICI  GOIBIBO HOTEL 1299.00 INR,Travel
IRCTC TICKET,Travel
99.00 Rs REDBUS PAYMENT*ORDER #,Travel
*ONLINE IRCTC TICKET,Travel
REDBUS PAYMENT - BLR,Travel
OLA TRIP*ORDER #,Travel
*ORDER # GOIBIBO HOTEL,Travel
REF  MAKEMYTRIP BOOKING - MUMBAI,Travel
UPI  GOIBIBO HOTEL UPI,Travel
- MUMBAI MAKEMYTRIP BOOKING,Travel
OLA TRIP*ORDER #,Travel
UPI  GOIBIBO HOTEL*ORDER #,Travel
450.00 MAKEMYTRIP BOOKING,Travel
#88324 REDBUS PAYMENT UPI@YBL,Travel
#88324 OLA TRIP 1299.00 INR,Travel
OLA TRIP REF,Travel
- BLR MAKEMYTRIP BOOKING,Travel
- BLR REDBUS PAYMENT TXN ID,Travel
IRCTC TICKET,Travel
- BLR GOIBIBO HOTEL UPI@YBL,Travel
#88324 GOIBIBO HOTEL PAYMENT,Travel
@OKICICI  GOIBIBO HOTEL 450.00,Travel
OLA TRIP @OKICICI,Travel
- MUMBAI IRCTC TICKET *ONLINE,Travel
GOIBIBO HOTEL TXN ID,Travel
Indigo Airlines Ticket Purchase PNR: FJK34T,Travel
Uber Ride fare payment to Driver UPI ID: driver@ybl,Travel
Hotel Stay Booking via MakeMyTrip ID MMT-984321,Travel
Ola Outstation Ride Payment,Travel
Railway Ticket Booking IRCTC PNR: ABCD12,Travel
IRCTC Tatkal Booking PNR: QWERTY,Travel
Mumbai Local Train Pass Renewal,Travel
Oyo Rooms Booking Delhi Ref OYO345,Travel
Airport Cab Fare Payment GPay,Travel
Bus Ticket from RedBus Booking ID 9876,Travel
Road Toll Payment NH48 via FASTag,Travel
Domestic Flight Ticket Vistara,Travel
Zoomcar Rental Payment,Travel
BANK MONTHLY MAINTENANCE FEE,Bills
Publix Grocery Store,Groceries
Uber Ride Downtown,Travel
WHOLE FOODS MARKET 0457,Groceries
BOL.COM ONLINE ORDER 7493,Shopping
NETFLIX.COM 123456,Entertainment
TIM HORTONS PURCHASE,Dining
Le Pain Quotidien Paris,Dining
SPOTIFY USA 123456,Entertainment
WALMART SUPERCENTER #1288,Groceries
Apple Music Subscription,Entertainment
Uber Eats Order #9394,Dining
WHOLE FOODS MKT #102,Groceries
APPLE.COM/BILL 3322,Bills
YouTube Premium Subscription,Entertainment
APPLE.COM BILLING,Entertainment
Barnes & Noble Bookstore,Shopping
Amazon.com Order #112-998,Shopping
NETFLIX.COM SUBSCRIPTION,Entertainment
AMAZON MKTPLACE PMTS 1234,Shopping
Lufthansa Ticket Purchase,Travel
TARGET STORE 3321,Groceries
WHOLE FOODS MARKET 0456,Groceries
PRET A MANGER,Dining
Walmart Grocery Pickup,Groceries
DEUTSCHE BAHN TICKET,Travel
SPOTIFY NOV 2023,Entertainment
Netflix Monthly Subscription,Entertainment
Paris Metro Ticket,Travel
UBER EATS ORDER,Dining
UBER TRIP 4321,Travel
Whole Foods Purchase,Groceries
MediaMarkt Electronics,Shopping
Uber Eats Food Delivery,Dining
Uber Trip #3934,Travel
COSTCO GAS STATION 8811,Travel
Hulu Subscription,Entertainment
Uber Ride,Travel
SPOTIFY PREMIUM 2023,Entertainment
TARGET 1234,Shopping
UBER TRIP 0911,Travel
AMAZON MKTPLACE PMT 10/03,Shopping
Car Payment - Ally Bank,Travel
APPLE.COM/BILL 1122,Entertainment
COSTCO WHOLESALE #122,Groceries
Trader Joe's Groceries,Groceries
NORDSTROM ONLINE SHOP,Shopping
Netflix Subscription,Entertainment
Spotify Subscription,Entertainment
AppleCare Service Fee,Shopping
SPOTIFY SUBSCRIPTION 4321,Entertainment
AMAZON EU SARL 2023,Shopping
AMC Theaters Movie,Entertainment
MediaMarkt Electronics,Shopping
TRADER JOE'S #123,Groceries
UBER TRIP 0912,Travel
Spotify Subscription,Entertainment
Starbucks Coffee,Dining
Spotify monthly charge,Entertainment
UBER RIDE 11/18,Travel
Shell Gas Station,Travel
Pandora Music Subscription,Entertainment
HULU MONTHLY SUBSCRIPTION,Entertainment
LIDL SUPERMARKT,Groceries
Kroger Grocery,Groceries
Uber Eats Order,Dining
Target Superstore Bill,Groceries
UBER RIDE PARIS,Travel
Apple.com Subscription,Entertainment
LONDON UNDERGROUND,Travel
SPOTIFY SEP 2023,Entertainment
SPOTIFY USA 889911,Entertainment
UBER EATS ORDER 2384,Dining
Apple App Store Purchase,Entertainment
APPLE.COM/BILL 9876,Entertainment
Uber Ride Airport,Travel
NS DUTCH RAILWAYS 8482,Travel
TRADER JOE'S #558,Groceries
SAFEWAY #3421,Groceries
Amazon Prime Membership,Entertainment
Uber Ride,Travel
Lyft Ride,Travel
Netflix Monthly Subscription,Entertainment
Best Buy Electronics,Shopping
Indigo Parking Payment,Travel
LUFTHANSA AIR TICKET 001,Travel
Amazon Online Shopping,Shopping
DELTA AIRLINES TICKET,Travel
UBER TRIP 09OCT2023,Travel
Spotify Family Subscription,Entertainment
Walmart Supercenter Purchase,Groceries
KROGER #5547,Groceries
Amazon.com Electronics,Shopping
Target In-Store Shopping,Shopping
Starbucks Coffee,Dining
Berlin S-Bahn Ticket,Travel
STARBUCKS 11/15,Dining
DEEZER PREMIUM OCT,Entertainment
Starbucks Amsterdam,Dining
Hulu Monthly Subscription,Entertainment
- BLR CROMA STORE*ORDER #,Shopping
TXN ID  NATURES BASKET,Groceries
HOTSTAR PLAN 1299.00 INR,Entertainment
- MUMBAI AIRTEL POSTPAID @OKICICI,Bills
450.00 ACT BROADBAND,Bills
#88324 SPENCERS RETAIL,Groceries
BSNL PAYMENT,Bills
TXN ID  DMART PAYMENT @OKICICI,Groceries
NATURES BASKET,Groceries
IRCTC TICKET 450.00,Travel
@OKICICI  SWIGGY PAYMENT *ONLINE,Dining
*ORDER # DOMINOS PIZZA,Dining
UBER RIDE - BLR,Travel
SHELL GAS STATION,Fuel
UPI@YBL HPCL PETROL PUMP,Fuel
UPI  INDIANOIL PUMP *ONLINE,Fuel
MAKEMYTRIP BOOKING TXN ID,Travel
MYNTRA ONLINE,Shopping
*ORDER # FRESHTOHOME *ONLINE,Groceries
@OKICICI  GOIBIBO HOTEL 1299.00 INR,Travel
#88324 BIGBASKET ORDER 450.00,Groceries
AMAZON PAY UPI,Shopping
*ONLINE MYNTRA ONLINE - MUMBAI,Shopping
ESSAR PETRO*ORDER #,Fuel
ACT BROADBAND TXN ID,Bills
@OKICICI  AIRTEL POSTPAID PAYMENT,Bills
IRCTC TICKET,Travel
UPI@YBL AIRTEL POSTPAID,Bills
@OKICICI  GAANA PREMIUM,Entertainment
FRESHTOHOME UPI@YBL,Groceries
99.00 Rs REDBUS PAYMENT*ORDER #,Travel
UPI  MYNTRA ONLINE 99.00 Rs,Shopping
UPI  JIOMART PURCHASE,Groceries
450.00 BPCL FUEL*ORDER #,Fuel
UPI@YBL SPENCERS RETAIL,Groceries
FLIPKART ORDER 450.00,Shopping
RELIANCE FUEL,Fuel
HOTSTAR PLAN,Entertainment
BESCOM ELECTRICITY *ONLINE,Bills
SPOTIFY PREMIUM REF,Entertainment
450.00 GAANA PREMIUM,Entertainment
CROMA STORE,Shopping
99.00 Rs SPOTIFY PREMIUM,Entertainment
BOOKMYSHOW MOVIE UPI,Entertainment
FLIPKART ORDER - MUMBAI,Shopping
PAYMENT DMART PAYMENT UPI,Groceries
NATURES BASKET - BLR,Groceries
AMAZON PAY,Shopping
*ONLINE IRCTC TICKET,Travel
HOTSTAR PLAN TXN ID,Entertainment
REDBUS PAYMENT - BLR,Travel
ZOMATO ORDER @OKICICI,Dining
ACT BROADBAND 1299.00 INR,Bills
99.00 Rs ZOMATO ORDER 1299.00 INR,Dining
- BLR JIOMART PURCHASE 99.00 Rs,Groceries
REF  BESCOM ELECTRICITY UPI,Bills
JIO RECHARGE 1299.00 INR,Bills
#88324 NYKAA PAYMENT PAYMENT,Shopping
OLA TRIP*ORDER #,Travel
*ORDER # GOIBIBO HOTEL,Travel
NYKAA PAYMENT,Shopping
*ORDER # HPCL PETROL PUMP @OKICICI,Fuel
REF  MAKEMYTRIP BOOKING - MUMBAI,Travel
PAYMENT MCDONALDS BILL,Dining
TXN ID  SPOTIFY PREMIUM*ORDER #,Entertainment
RELIANCE FUEL#88324,Fuel
@OKICICI  AMAZON PRIME VIDEO REF,Entertainment
450.00 FRESHTOHOME,Groceries
UPI@YBL FRESHTOHOME PAYMENT,Groceries
- MUMBAI RELIANCE FUEL,Fuel
BESCOM ELECTRICITY - BLR,Bills
BIGBASKET ORDER 1299.00 INR,Groceries
*ONLINE AJIO PURCHASE,Shopping
GAANA PREMIUM,Entertainment
ACT BROADBAND,Bills
@OKICICI  DOMINOS PIZZA *ONLINE,Dining
UPI@YBL SPOTIFY PREMIUM UPI,Entertainment
- MUMBAI BOOKMYSHOW MOVIE#88324,Entertainment
- BLR BIGBASKET ORDER,Groceries
ZOMATO ORDER REF,Dining
UPI  SPENCERS RETAIL,Groceries
FRESHTOHOME 450.00,Groceries
AJIO PURCHASE - MUMBAI,Shopping
HPCL PETROL PUMP *ONLINE,Fuel
AMAZON PAY 450.00,Shopping
BESCOM ELECTRICITY 99.00 Rs,Bills
