transaction,category
UPI@YBL SPOTIFY PREMIUM UPI,Entertainment
UPI  MYNTRA ONLINE 99.00 Rs,Shopping
Uber Ride Downtown,Travel
@OKICICI  RELIANCE FUEL*ORDER #,Fuel
Amazon Prime,Entertainment
BPCL Refuel UPI,Fuel
Swiggy Instamart Order,Groceries
McCafe Coffee & Snacks,Dining
McDonald's,Dining
Sabzi Mandi payment for veggies,Groceries
AMAZON PAY UPI,Shopping
MAKEMYTRIP BOOKING TXN ID,Travel
KFC,Dining
@OKICICI  GAANA PREMIUM,Entertainment
REF  SHELL GAS STATION - BLR,Fuel
ACT BROADBAND,Bills
Phone Bill Jio,Bills
HPCL Payment 45.5 Litres Ref 112233,Fuel
- MUMBAI MAKEMYTRIP BOOKING,Travel
Mumbai Local Train Pass Renewal,Travel
TGI Fridays,Dining
TATA PLAY DTH,Bills
@OKICICI  DOMINOS PIZZA *ONLINE,Dining
LIC Premium Payment - Policy 12345,Bills
Car Maintenance Fee @ServiceCenter,Travel
Railway Ticket Booking IRCTC PNR: ABCD12,Travel
KFC ONLINE UPI@YBL,Dining
AMZN Order 402-9843210-983472 for Electronics,Shopping
Amazon Pantry Order #401-2345678,Groceries
Txn for milk/bread at Mother Dairy Booth 10:00,Groceries
*ONLINE AJIO PURCHASE,Shopping
Organic Food Store,Groceries
Amazon Kindle Books,Shopping
@OKICICI  BESCOM ELECTRICITY#88324,Bills
BESCOM ELECTRICITY *ONLINE,Bills
Morton's,Dining
BPCL FUEL - MUMBAI,Fuel
HPCL PETROL PUMP *ONLINE,Fuel
Bus Ticket from RedBus Booking ID 9876,Travel
HOTSTAR PLAN,Entertainment
Fresh vegetables purchase from local vendor UPI,Groceries
PAYMENT AIRTEL POSTPAID,Bills
Trader Joe's Groceries,Groceries
Car Payment - Ally Bank,Travel
UPI@YBL SPENCERS RETAIL,Groceries
Farmers Market Purchase UPI Txn ID 19876,Groceries
Burger King,Dining
Debit POS 12/11/25 SUBWAY STORE 201,Dining
*ONLINE BSNL PAYMENT UPI,Bills
GOIBIBO HOTEL,Travel
HyperCity purchase of toiletries,Groceries
@OKICICI  AIRTEL POSTPAID PAYMENT,Bills
STARBUCKS COFFEE REF,Dining
LUFTHANSA AIR TICKET 001,Travel
- MUMBAI AIRTEL POSTPAID @OKICICI,Bills
99.00 Rs GAANA PREMIUM,Entertainment
Petrol Refuel 1000.00 Ref ID 9988,Fuel
RELIANCE FUEL,Fuel
IRCTC TICKET,Travel
Nintendo eShop,Entertainment
POS Purchase 15-Oct-25 M/S RELIANCE FRESH,Groceries
SPOTIFY USA 889911,Entertainment
Inox Multiplex ticket purchase,Entertainment
AJIO PURCHASE - MUMBAI,Shopping
UPI  NETFLIX SUBSCRIPTION*ORDER #,Entertainment
@OKICICI  BESCOM ELECTRICITY#88324,Bills
Petrol Pump UPI payment @petro.merch,Fuel
Sabzi Mandi payment for veggies,Groceries
#88324 HPCL PETROL PUMP UPI,Fuel
RELIANCE FUEL - MUMBAI,Fuel
Debit Card TXN at PIZZA HUT DLF Phase 3 Ref:982374,Dining
Indian Oil Fuel,Fuel
Domestic Flight Ticket Vistara,Travel
SHELL GAS STATION UPI@YBL,Fuel
Disney+,Entertainment
OLA TRIP 450.00,Travel
Lufthansa Ticket Purchase,Travel
Morton's,Dining
EB Bill Payment - BESCOM A/C 9876543210,Bills
PVR Cinemas Food & Beverage payment via GPay,Entertainment
*ORDER # FRESHTOHOME *ONLINE,Groceries
JIOMART PURCHASE - MUMBAI,Groceries
STARBUCKS COFFEE,Dining
Online Groceries DMart,Groceries
Ticketmaster,Entertainment
- MUMBAI ACT BROADBAND 450.00,Bills
BOOKMYSHOW MOVIE 99.00 Rs,Entertainment
@OKICICI  GOIBIBO HOTEL 1299.00 INR,Travel
TATA PLAY DTH,Bills
"Online txn to ""Shoppers Stop"" Invoice 45A-2025",Shopping
Cafe Meeting Bill,Dining
Movie Snacks Purchase,Entertainment
INDIANOIL PUMP,Fuel
FreshDirect,Groceries
SPOTIFY PREMIUM 2023,Entertainment
99.00 Rs JIO RECHARGE 1299.00 INR,Bills
Godrej Nature's Basket Invoice 567-G,Groceries
Canned Goods Purchase from Grocer,Groceries
BESCOM ELECTRICITY @OKICICI,Bills
OLA TRIP REF,Travel
UPI@YBL CROMA STORE,Shopping
Nobu,Dining
DELTA AIRLINES TICKET,Travel
AMAZON PAY,Shopping
Game Purchase PSN Store Ref 1098374,Entertainment
Flight Seat Upgrade,Travel
POS Swipe at local Juice Center,Dining
NYKAA PAYMENT 450.00,Shopping
AMZN Order 402-9843210-983472 for Electronics,Shopping
*ORDER # GOIBIBO HOTEL,Travel
Netflix Monthly Subscription,Entertainment
Uber Ride fare payment to Driver UPI ID: driver@ybl,Travel
#88324 GAANA PREMIUM*ORDER #,Entertainment
Hulu Subscription,Entertainment
DTH Subscription DISH TV,Bills
Capital Grille,Dining
BESCOM ELECTRICITY#88324,Bills
BIGBASKET ORDER,Groceries
- MUMBAI AIRTEL POSTPAID @OKICICI,Bills
Trek Gear Purchase Decathlon,Travel
- MUMBAI RELIANCE FUEL,Fuel
REF  BOOKMYSHOW MOVIE*ORDER #,Entertainment
MAKEMYTRIP BOOKING REF,Travel
UPI  JIOMART PURCHASE,Groceries
CREDIT CARD PAYMENT HDFC BANK,Bills
Card Swipe at Essar Petrol Pump GGN,Fuel
ACT BROADBAND,Bills
Prepaid Mobile Recharge Jio #9876543210,Bills
Swiggy Food Order: Biryani & Coke,Dining
Foot Locker Shoe Purchase,Shopping
Uber Trip #3934,Travel
LIDL SUPERMARKT,Groceries
BPCL filling station 20 Litres Txn Ref: 445566,Fuel
TARGET 1234,Shopping
Fuel purchase at JIO-BP Pump,Fuel
MobiKwik payment for TATA SKY DTH,Bills
Intercity Bus Ticket Booking AbhiBus,Travel
UPI Pmt to Zomato Order #847293 @875389XXX4,Dining
- MUMBAI SPOTIFY PREMIUM,Entertainment
BOOKMYSHOW MOVIE @OKICICI,Entertainment
- MUMBAI NYKAA PAYMENT 450.00,Shopping
*ORDER # DOMINOS PIZZA,Dining
1299.00 INR BSNL PAYMENT - BLR,Bills
Zee5 Subscription Charge,Entertainment
ATM Wdl Chgs 15-Nov-25 at STAR BAZAR A/C #00123,Groceries
BSNL PAYMENT,Bills
BIGBASKET ORDER 1299.00 INR,Groceries
CROMA STORE,Shopping
REF  MAKEMYTRIP BOOKING - MUMBAI,Travel
Jewellery Purchase - Tanishq Showroom,Shopping
OLA TRIP*ORDER #,Travel
Payment for groceries at DMart Store #15,Groceries
Olive Garden,Dining
AJIO PURCHASE,Shopping
Local Vegetable Vendor,Groceries
- BLR CROMA STORE*ORDER #,Shopping
Booking.com,Travel
99.00 Rs REDBUS PAYMENT*ORDER #,Travel
Capital Grille,Dining
Shell Gas Station,Travel
99.00 Rs SHELL GAS STATION*ORDER #,Fuel
99.00 Rs ESSAR PETRO - MUMBAI,Fuel
Myntra Fashion Haul,Shopping
Applebee's,Dining
OLA TRIP*ORDER #,Travel
KFC A la carte order 2-Nov-25,Dining
450.00 FRESHTOHOME,Groceries
Cinepolis Ticket Purchase via Credit Card,Entertainment
99.00 Rs INDIANOIL PUMP REF,Fuel
- BLR MAKEMYTRIP BOOKING,Travel
NETFLIX.COM SUBSCRIPTION,Entertainment
FLIPKART ORDER 450.00,Shopping
McDonald's POS purchase Txn ID: 782947,Dining
NATURES BASKET,Groceries
- MUMBAI ZOMATO ORDER PAYMENT,Dining
- BLR HPCL PETROL PUMP,Fuel
Vodafone Postpaid Bill - Oct 2025,Bills
POS Purchase 15-Oct-25 M/S RELIANCE FRESH,Groceries
UPI ID: @pizzamart for Lunch Order #675,Dining
Airport Cab Fare Payment GPay,Travel
UBER RIDE - BLR,Travel
DEEZER PREMIUM OCT,Entertainment
Fuel Surcharge Waived IOCL Pump B'lore,Fuel
Natural Gas Bill Payment Adani Gas,Bills
Diesel top-up Indian Oil Tanker 786,Fuel
PAYMENT BSNL PAYMENT UPI,Bills
NATURES BASKET - BLR,Groceries
Dineout payment at The Yellow Chili ref 98327,Dining
CREDIT CARD TXN - Barbeque Nation PUNE,Dining
EMI DEBIT HDFC Loan Acc #L4593845,Bills
School Fee Payment Term 2,Bills
HPCL Petrol Station payment Rs. 1500.00 Ref 7462,Fuel
AMAZON PAY UPI,Shopping
Purchase at Decathlon Sports Store,Shopping
SPENCERS RETAIL @OKICICI,Groceries
Hulu,Entertainment
- MUMBAI MAKEMYTRIP BOOKING,Travel
SHELL GAS STATION TXN ID,Fuel
NATURES BASKET - BLR,Groceries
Indigo Airlines Ticket Purchase PNR: FJK34T,Travel
ZOMATO ORDER,Dining
CROMA STORE#88324,Shopping
Flipkart purchase of T-shirt & Jeans,Shopping
Electricity Bill Due,Bills
JIO RECHARGE,Bills
TRADER JOE'S #123,Groceries
Spotify Family Subscription,Entertainment
Canned Goods Purchase from Grocer,Groceries
Best Buy Electronics,Shopping
PlayStation Store,Entertainment
- MUMBAI IRCTC TICKET *ONLINE,Travel
DEUTSCHE BAHN TICKET,Travel
"Online txn to ""Shoppers Stop"" Invoice 45A-2025",Shopping
1299.00 INR ZOMATO ORDER PAYMENT,Dining
TXN ID  SPOTIFY PREMIUM*ORDER #,Entertainment
INDIANOIL PUMP - BLR,Fuel
GOIBIBO HOTEL TXN ID,Travel
JIOMART PURCHASE,Groceries
Burger King,Dining
Toll Fee Payment - Delhi-Jaipur Highway,Fuel
UPI payment to local Kirana Store Groceries,Groceries
Ruth's Chris,Dining
AMAZON PAY 450.00,Shopping
Hotstar VIP Subscription Renewal,Entertainment
- BLR NYKAA PAYMENT,Shopping
E-book Purchase Google Books,Shopping
UPI  SWIGGY PAYMENT#88324,Dining
REF  SHELL GAS STATION - BLR,Fuel
Health Insurance Premium,Bills
*ORDER # HPCL PETROL PUMP @OKICICI,Fuel
MYNTRA ONLINE,Shopping
#88324 SPENCERS RETAIL,Groceries
HPCL PETROL PUMP UPI@YBL,Fuel
IOCL Fuel Payment 2000 INR,Fuel
AMAZON MKTPLACE PMT 10/03,Shopping
Lifestyle Stores card purchase bill 4532,Shopping
HPCL PETROL PUMP UPI@YBL,Fuel
Natural Gas Bill Payment Adani Gas,Bills
- BLR MAKEMYTRIP BOOKING,Travel
@OKICICI  FLIPKART ORDER - BLR,Shopping
DTH Subscription DISH TV,Bills
UPI  AIRTEL POSTPAID*ORDER #,Bills
BESCOM ELECTRICITY @OKICICI,Bills
FRESHTOHOME 450.00,Groceries
BESCOM ELECTRICITY @OKICICI,Bills
SWIGGY Instamart GrOCERY delivery #IN12345,Groceries
Book Store Purchase,Shopping
NYKAA PAYMENT,Shopping
Zoo Ticket Purchase for Family,Entertainment
99.00 Rs AIRTEL POSTPAID PAYMENT,Bills
Txn 18/11/25 Tandoor Express Ref 34983,Dining
Toll Gate Payment,Fuel
MYNTRA ONLINE,Shopping
TIM HORTONS PURCHASE,Dining
AMAZON PAY 450.00,Shopping
BPCL Refuel UPI,Fuel
Instacart,Groceries
@OKICICI  DOMINOS PIZZA - BLR,Dining
DMART PAYMENT 1299.00 INR,Groceries
*ONLINE KFC ONLINE - BLR,Dining
Spotify Subscription,Entertainment
Airport Cab Fare Payment GPay,Travel
BSNL PAYMENT UPI,Bills
SAFEWAY #3421,Groceries
AMZN Order 402-9843210-983472 for Electronics,Shopping
REDBUS PAYMENT - BLR,Travel
Restaurant Tip UPI,Dining
APPLE.COM/BILL 3322,Bills
Hulu Subscription,Entertainment
StubHub,Entertainment
TXN ID  SPOTIFY PREMIUM*ORDER #,Entertainment
Rental Car Booking,Travel
Shell Fuel Loyalty Pts,Fuel
BIGBASKET ORDER 450.00,Groceries
Netflix,Entertainment
Amazon.com Order #112-998,Shopping
Electronics purchase from Croma Store,Shopping
"Payment for bill at ""The Coffee Bean & Tea Leaf"" Store 45",Dining
NETFLIX Monthly Subscription Fee Oct 2025,Entertainment
Nobu,Dining
MediaMarkt Electronics,Shopping
Zara Sale Purchase,Shopping
Gaming Credit Purchase Steam Wallet,Entertainment
NETFLIX Monthly Subscription Fee Oct 2025,Entertainment
BSNL Landline Bill Payment,Bills
SHELL GAS STATION UPI@YBL,Fuel
ACT BROADBAND TXN ID,Bills
Domino's Pizza order via website 12:30pm,Dining
- MUMBAI NYKAA PAYMENT 450.00,Shopping
UBER RIDE PARIS,Travel
Zomato Delivery Fee 10-Oct Ref:ZOM875,Dining
Domino's Pizza order via website 12:30pm,Dining
Municipal Tax Payment Online,Bills
#88324 BIGBASKET ORDER 450.00,Groceries
*ONLINE NATURES BASKET *ONLINE,Groceries
AMAZON MKTPLACE PMTS 1234,Shopping
Walmart Grocery Pickup,Groceries
UPI  INDIANOIL PUMP *ONLINE,Fuel
DEBIT CARD PURCHASE 01/11/25 PAYTM MALL,Shopping
450.00 SWIGGY PAYMENT 450.00,Dining
FRESHTOHOME 450.00,Groceries
AMAZON PAY REF,Shopping
NETFLIX SUBSCRIPTION,Entertainment
BESCOM ELECTRICITY - BLR,Bills
IRCTC Tatkal Booking PNR: QWERTY,Travel
Lyft Ride,Travel
BOOKMYSHOW MOVIE 99.00 Rs,Entertainment
Oyo Rooms Booking Delhi Ref OYO345,Travel
NYKAA PAYMENT,Shopping
Barnes & Noble Bookstore,Shopping
*ORDER # GOIBIBO HOTEL,Travel
HOTSTAR PLAN 1299.00 INR,Entertainment
RELIANCE FUEL#88324,Fuel
UPI  MYNTRA ONLINE,Shopping
SHELL GAS STATION,Fuel
Starbucks Coffee,Dining
REF  RELIANCE FUEL - BLR,Fuel
HPCL Petrol Station,Fuel
Sporting Event Ticket,Entertainment
FreshDirect,Groceries
BOL.COM ONLINE ORDER 7493,Shopping
FLIPKART ORDER - MUMBAI,Shopping
Amazon Prime Video Rental - Movie Title,Entertainment
Rental Car Booking,Travel
*ONLINE FRESHTOHOME 450.00,Groceries
ZOMATO ORDER @OKICICI,Dining
TARGET 1234,Shopping
TXN ID  MYNTRA ONLINE PAYMENT,Shopping
Laser Tag Activity Fee,Entertainment
OLA TRIP,Travel
DEBIT CARD PURCHASE 01/11/25 PAYTM MALL,Shopping
AIRTEL POSTPAID - BLR,Bills
BOL.COM ONLINE ORDER 7493,Shopping
JIOMART PURCHASE#88324,Groceries
RELIANCE FUEL#88324,Fuel
PAYMENT HOTSTAR PLAN,Entertainment
REF  BOOKMYSHOW MOVIE*ORDER #,Entertainment
TXN ID  STARBUCKS COFFEE PAYMENT,Dining
Airtel Broadband Monthly Fee,Bills
Netflix,Entertainment
Shell Fuel Loyalty Pts,Fuel
JIO RECHARGE 1299.00 INR,Bills
Nintendo eShop,Entertainment
Swiggy Food Order: Biryani & Coke,Dining
PAYMENT TATA PLAY DTH @OKICICI,Bills
Concert Ticket AXS,Entertainment
MAKEMYTRIP BOOKING - MUMBAI,Travel
BSNL PAYMENT 450.00,Bills
Shein Online Fashion Order 900876,Shopping
PAYMENT JIOMART PURCHASE - BLR,Groceries
#88324 GOIBIBO HOTEL PAYMENT,Travel
Laser Tag Activity Fee,Entertainment
Service Charge at Indian Oil Pump,Fuel
UBER RIDE PARIS,Travel
Target Superstore Bill,Groceries
UPI to @paytm.merch.123 for dinner,Dining
INDIANOIL PUMP - MUMBAI,Fuel
COSTCO WHOLESALE #122,Groceries
Hotstar Cricket Match Viewing Fee,Entertainment
@OKICICI  AMAZON PRIME VIDEO REF,Entertainment
Grofers Order ID #GRF65432-1 txn ID 87654,Groceries
UBER RIDE 11/18,Travel
Clothes from Max Fashion,Shopping
PAYMENT DMART PAYMENT UPI,Groceries
NETFLIX Monthly Subscription Fee Oct 2025,Entertainment
ACT BROADBAND,Bills
Restaurant Bill Pay Gpay *9872,Dining
WALMART SUPERCENTER #1288,Groceries
SHELL GAS STATION,Fuel
Burger King Order #BK987,Dining
Cafe Coffee Day Vouchers 500.00,Dining
STARBUCKS COFFEE 450.00,Dining
Amazon Prime Membership,Entertainment
450.00 HPCL PETROL PUMP UPI,Fuel
Bank Overdraft Interest Charge,Bills
- MUMBAI SPOTIFY PREMIUM,Entertainment
Milk Subscription Payment,Groceries
99.00 Rs NYKAA PAYMENT#88324,Shopping
EB Bill Payment - BESCOM A/C 9876543210,Bills
INDIANOIL PUMP,Fuel
PAYMENT JIO RECHARGE TXN ID,Bills
PVR Gold Class Ticket,Entertainment
Gail Gas Bill Payment,Bills
Taco Bell,Dining
Hotstar VIP Subscription Renewal,Entertainment
UPI  AIRTEL POSTPAID*ORDER #,Bills
Clothes from Max Fashion,Shopping
STARBUCKS COFFEE,Dining
Kroger Grocery,Groceries
FRESHTOHOME 450.00,Groceries
NS DUTCH RAILWAYS 8482,Travel
Uber Ride,Travel
UPI to @paytm.merch.123 for dinner,Dining
Epic Games,Entertainment
PAYMENT STARBUCKS COFFEE,Dining
450.00 FRESHTOHOME,Groceries
UPI payment to local Kirana Store Groceries,Groceries
Online Shopping Myntra,Shopping
Stand-up Comedy Show Ticket,Entertainment
ZOMATO ORDER,Dining
STARBUCKS COFFEE UPI@YBL,Dining
UPI Pmt to Zomato Order #847293 @875389XXX4,Dining
Zara Kids Clothes,Shopping
Airport Lounge Access Fee,Travel
AMC Theaters,Entertainment
BookMyShow Ticket Booking Ref: BM20250111,Entertainment
AMZN Order 402-9843210-983472 for Electronics,Shopping
Amazon Pantry Order #401-2345678,Groceries
AMAZON MKTPLACE PMT 10/03,Shopping
UPI  MYNTRA ONLINE 99.00 Rs,Shopping
AirBnB Stay Booking Paris,Travel
- BLR JIOMART PURCHASE 99.00 Rs,Groceries
NORDSTROM ONLINE SHOP,Shopping
Debit Card POS: Keventers Milkshake,Dining
Amazon.com Order #112-998,Shopping
NATURES BASKET TXN ID,Groceries
99.00 Rs SWIGGY PAYMENT UPI,Dining
CROMA STORE#88324,Shopping
TXN ID  SPOTIFY PREMIUM*ORDER #,Entertainment
TGI Fridays,Dining
Bookmyshow Movie Ticket,Entertainment
99.00 Rs INDIANOIL PUMP REF,Fuel
AMC Theaters Movie,Entertainment
HPCL Petrol Station payment Rs. 1500.00 Ref 7462,Fuel
UBER TRIP 0911,Travel
Amazon Prime Renewal Fee,Shopping
#88324 BPCL FUEL 1299.00 INR,Fuel
SPOTIFY SEP 2023,Entertainment
NORDSTROM ONLINE SHOP,Shopping
450.00 HPCL PETROL PUMP UPI,Fuel
UPI@YBL FRESHTOHOME PAYMENT,Groceries
*ORDER # DOMINOS PIZZA UPI@YBL,Dining
Netflix Gift Card Redemption,Entertainment
BigBasket Milk & Eggs Order,Groceries
Museum Entry Fee Payment,Entertainment
Internet Service Charge,Bills
ACT BROADBAND TXN ID,Bills
MYNTRA ONLINE PAYMENT,Shopping
#88324 MCDONALDS BILL - BLR,Dining
*ONLINE MYNTRA ONLINE - MUMBAI,Shopping
Target In-Store Shopping,Shopping
JIO RECHARGE,Bills
WHOLE FOODS MKT #102,Groceries
Myntra Fashion Haul,Shopping
*ONLINE GAANA PREMIUM TXN ID,Entertainment
FRESHTOHOME UPI@YBL,Groceries
Morton's,Dining
@OKICICI  GOIBIBO HOTEL 450.00,Travel
UPI@YBL HPCL PETROL PUMP,Fuel
Regal Cinemas,Entertainment
BOOKMYSHOW MOVIE 1299.00 INR,Entertainment
UPI  GOIBIBO HOTEL*ORDER #,Travel
Spotify monthly charge,Entertainment
COSTCO GAS STATION 8811,Travel
Uber Ride fare payment to Driver UPI ID: driver@ybl,Travel
Amazon Online Shopping,Shopping
UPI  SPENCERS RETAIL,Groceries
PVR Cinemas Food & Beverage payment via GPay,Entertainment
#88324 NETFLIX SUBSCRIPTION REF,Entertainment
Municipal Tax Payment Online,Bills
Paris Metro Ticket,Travel
HULU MONTHLY SUBSCRIPTION,Entertainment
Hotstar Cricket Match Viewing Fee,Entertainment
ACT BROADBAND,Bills
AIRTEL POSTPAID*ORDER #,Bills
Train Reservation Cancellation Fee,Travel
Housie Rent Payment Oct via NEFT,Bills
IOCL Fuel Additive,Fuel
ESSAR PETRO*ORDER #,Fuel
- MUMBAI BOOKMYSHOW MOVIE UPI@YBL,Entertainment
Bakery Items Purchase,Groceries
UBER EATS ORDER 2384,Dining
Zee5 Subscription Charge,Entertainment
Internet Bill ACT Fibernet Monthly,Bills
IOCL PETROL PUMP payment via QR Code,Fuel
Service Charge at Indian Oil Pump,Fuel
450.00 DMART PAYMENT - BLR,Groceries
Card swipe at Big Bazaar for household goods,Groceries
IRCTC TICKET 450.00,Travel
Prepaid Mobile Recharge Jio #9876543210,Bills
Payment to BigBasket Order BB12987,Groceries
Steam,Entertainment
Paytm Wallet Add: HP Petroleum,Fuel
Debit POS 12/11/25 SUBWAY STORE 201,Dining
IOCL PETROL PUMP payment via QR Code,Fuel
ZOMATO ORDER REF,Dining
DEBIT CARD PURCHASE 01/11/25 PAYTM MALL,Shopping
Fuel purchase at JIO-BP Pump,Fuel
Hotels.com,Travel
Whole Foods,Groceries
TXN ID  NATURES BASKET,Groceries
- MUMBAI INDIANOIL PUMP - MUMBAI,Fuel
BigBasket delivery charge & payment,Groceries
PlayStation Store,Entertainment
UPI@YBL BPCL FUEL - MUMBAI,Fuel
Txn for milk/bread at Mother Dairy Booth 10:00,Groceries
Road Toll Payment NH48 via FASTag,Travel
FRESHTOHOME 450.00,Groceries
Cinepolis Ticket Purchase via Credit Card,Entertainment
AJIO PURCHASE - MUMBAI,Shopping
Walmart Grocery,Groceries
SPOTIFY PREMIUM REF,Entertainment
#88324 HPCL PETROL PUMP UPI,Fuel
*ORDER # ZOMATO ORDER 99.00 Rs,Dining
PAYMENT DMART PAYMENT UPI,Groceries
CREDIT CARD TXN - Barbeque Nation PUNE,Dining
KFC,Dining
SWIGGY Instamart GrOCERY delivery #IN12345,Groceries
Grocery Mart Supermarket 4567 txn-3928,Groceries
MCDONALDS BILL,Dining
@OKICICI  AIRTEL POSTPAID PAYMENT,Bills
IRCTC Tatkal Booking PNR: QWERTY,Travel
UPI  JIOMART PURCHASE,Groceries
ATM Wdl Chgs 15-Nov-25 at STAR BAZAR A/C #00123,Groceries
Paytm Wallet Add: HP Petroleum,Fuel
Olive Garden,Dining
BESCOM ELECTRICITY 99.00 Rs,Bills
Nintendo eShop,Entertainment
#88324 NYKAA PAYMENT PAYMENT,Shopping
"Online txn to ""Shoppers Stop"" Invoice 45A-2025",Shopping
Spotify Subscription,Entertainment
Loan Repayment E-Mandate,Bills
Event Ticket Booking Insider.in,Entertainment
BSNL PAYMENT,Bills
- MUMBAI ACT BROADBAND 450.00,Bills
#88324 REDBUS PAYMENT UPI@YBL,Travel
PAYMENT REDBUS PAYMENT 450.00,Travel
Mobile Recharge BSNL 199 Plan,Bills
Fish Market Purchase,Groceries
*ONLINE BIGBASKET ORDER,Groceries
Target In-Store Shopping,Shopping
UBER EATS ORDER,Dining
Netflix,Entertainment
PAYMENT AIRTEL POSTPAID,Bills
AMAZON MKTPLACE PMTS 1234,Shopping
Cash Withdrawal IOCL Petrol Station,Fuel
Ola Outstation Ride Payment,Travel
TXN ID  AJIO PURCHASE UPI,Shopping
99.00 Rs REDBUS PAYMENT*ORDER #,Travel
BPCL FUEL - MUMBAI,Fuel
UBER RIDE - BLR,Travel
Online purchase of Detergent & Soap,Groceries
